cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
888,690,1,2019-12-01 11:00:58 UTC,0.0094,79516.50736,140657.41,61140.90264,2676.649727,35,0,Em Análise
933,313,98,2019-11-30 17:40:49 UTC,0.0227,97616.01458,125475.13,27859.11542,2425.931579,109,4,Em Análise
1041,212,90,2019-11-29 02:00:03 UTC,0.0248,98973.45789,150203.57,51230.11211,3345.755559,54,2,Em Análise
1066,534,36,2019-11-22 19:41:04 UTC,0.0104,21706.4937,42951.18,21244.6863,1399.661655,17,6,Enviada
1414,467,79,2019-11-21 06:54:43 UTC,0.018,77389.42811,125685.43,48296.00189,5609.836229,16,5,Em Análise
1953,451,70,2019-11-18 18:49:06 UTC,0.0146,76753.48132,132048.13,55294.64868,1451.545248,102,1,Validação dos Documentos
1772,841,91,2019-11-17 18:57:13 UTC,0.0238,50251.52179,69195.26,18943.73821,5246.221218,11,4,Enviada
51,165,56,2019-11-12 02:23:10 UTC,0.0204,65284.12956,82344.28,17060.15044,1509.25384,106,3,Em Análise
1703,754,65,2019-11-02 14:03:31 UTC,0.0154,41556.91085,66409.58,24852.66915,852.0480836,91,3,Aprovada
1900,111,22,2019-10-30 05:15:55 UTC,0.0153,21407.75275,39079.51,17671.75725,404.9078085,109,1,Aprovada
1360,958,62,2019-10-25 06:34:56 UTC,0.0207,20276.12868,24323.74,4047.611322,1047.106333,25,4,Em Análise
760,800,98,2019-10-24 11:10:11 UTC,0.0233,139252.0436,181592.26,42340.21643,36864.21879,4,3,Em Análise
1189,822,71,2019-10-23 13:32:42 UTC,0.0212,38738.3875,48276.26,9537.872497,918.5877781,107,0,Em Análise
68,502,10,2019-10-19 20:19:47 UTC,0.0177,105883.7066,210240.41,104356.7034,2513.879438,78,6,Validação dos Documentos
1296,76,24,2019-10-18 16:45:06 UTC,0.0113,128762.5592,212397.11,83634.55076,8367.638824,17,6,Aprovada
1346,564,23,2019-10-16 18:06:37 UTC,0.0185,1338.95229,2252.54,913.5877098,35.02765103,67,6,Aprovada
1947,25,31,2019-10-13 04:55:16 UTC,0.0155,38412.70107,57038.14,18625.43893,925.7028515,67,2,Aprovada
1954,391,39,2019-10-07 06:05:23 UTC,0.0198,111634.3967,178116.7,66482.30325,4135.339512,39,0,Validação dos Documentos
64,137,34,2019-10-06 21:06:21 UTC,0.0114,8110.36008,11113.79,3003.42992,1406.170008,6,6,Enviada
1723,74,39,2019-10-05 15:46:01 UTC,0.0123,9475.489107,11149.75,1674.260893,221.7400062,61,0,Aprovada
839,174,16,2019-10-05 15:24:50 UTC,0.0223,145336.8214,195421.72,50084.89858,16375.16141,10,2,Enviada
499,378,64,2019-10-05 04:24:14 UTC,0.0204,43067.44507,53713.47,10646.02493,14945.47481,3,2,Validação dos Documentos
897,876,53,2019-10-02 14:10:40 UTC,0.0249,71852.56585,129520.15,57667.58415,2554.602365,49,1,Enviada
1965,403,58,2019-09-30 19:52:26 UTC,0.0247,117752.1539,201644.57,83892.41613,6772.17917,23,5,Aprovada
1398,468,98,2019-09-29 03:45:17 UTC,0.016,147330.9223,202245.25,54914.32775,3387.252734,75,1,Validação dos Documentos
265,481,8,2019-09-24 00:31:23 UTC,0.0127,2721.366675,3718.44,997.0733249,52.19114936,86,4,Aprovada
1489,584,27,2019-09-22 04:04:37 UTC,0.0163,18896.7946,26491.41,7594.6154,570.6156561,48,5,Enviada
936,515,60,2019-09-17 10:22:00 UTC,0.0123,63882.81679,90789.59,26906.77321,1036.859689,116,5,Em Análise
1002,532,98,2019-09-15 23:45:13 UTC,0.0143,119433.4786,157959.53,38526.05139,14237.17715,9,2,Validação dos Documentos
1963,392,31,2019-09-14 13:24:18 UTC,0.0242,66105.03197,96572.1,30467.06803,1737.507404,106,3,Validação dos Documentos
1864,776,1,2019-09-13 10:21:31 UTC,0.011,106127.4706,128472.96,22345.48939,1774.933849,98,4,Enviada
1343,233,33,2019-09-08 02:01:21 UTC,0.0206,25643.19222,44769.69,19126.49778,623.8264266,92,4,Em Análise
1452,294,94,2019-09-06 07:46:46 UTC,0.0081,109623.0856,163655.78,54032.69444,2314.092433,60,4,Validação dos Documentos
1680,576,60,2019-09-03 17:41:19 UTC,0.0192,113297.7288,189031.05,75733.32124,2422.572472,120,1,Enviada
111,85,72,2019-09-01 08:52:49 UTC,0.0146,68341.83716,81810.3,13468.46284,1361.993299,91,5,Em Análise
717,745,30,2019-08-31 16:50:05 UTC,0.0205,160500.6035,205409.47,44908.86654,4942.338168,54,3,Aprovada
1886,422,21,2019-08-27 10:42:26 UTC,0.0164,151729.7342,234388.14,82658.40584,3162.782185,95,4,Aprovada
1533,60,97,2019-08-25 20:05:55 UTC,0.024,83633.69645,158652.15,75018.45355,43328.20499,2,1,Validação dos Documentos
1652,506,19,2019-08-24 17:07:55 UTC,0.0154,141379.9378,247982.84,106602.9022,3489.34885,64,1,Validação dos Documentos
820,732,11,2019-08-19 17:58:22 UTC,0.0162,83530.75754,117470.17,33939.41246,2145.292067,62,3,Validação dos Documentos
722,667,70,2019-08-19 16:16:46 UTC,0.0168,9807.045468,16436.54,6629.494532,667.9800739,17,3,Enviada
554,191,84,2019-08-19 05:44:20 UTC,0.015,106500.0407,140843.81,34343.76926,4826.077891,27,0,Aprovada
861,261,49,2019-08-18 08:14:47 UTC,0.0186,122367.5402,181496.9,59129.35983,3234.46588,66,3,Aprovada
1216,239,40,2019-08-14 14:15:14 UTC,0.0187,77700.32065,137032.72,59332.39935,2028.459013,68,2,Validação dos Documentos
1214,371,27,2019-08-14 01:41:27 UTC,0.0115,88691.99878,149447.05,60755.05122,2342.330531,50,5,Enviada
807,198,32,2019-08-12 10:18:04 UTC,0.0211,122758.1401,144641.6,21883.45989,7032.485094,22,3,Aprovada
561,48,100,2019-08-11 23:25:23 UTC,0.0223,51135.34867,82532.59,31397.24133,1265.178439,105,0,Enviada
516,644,37,2019-08-11 02:24:45 UTC,0.0218,91145.04263,110898.6,19753.55737,2260.019447,98,0,Enviada
588,699,37,2019-08-02 03:10:15 UTC,0.0106,136688.4513,243963.78,107275.3287,2364.142066,90,6,Enviada
1725,923,76,2019-08-01 02:38:40 UTC,0.0158,38494.16375,47082.59,8588.426246,845.7776272,81,3,Validação dos Documentos
1858,756,62,2019-07-31 00:16:19 UTC,0.0198,95566.49293,122175.94,26609.44707,6363.282223,18,1,Validação dos Documentos
1815,192,17,2019-07-25 02:13:59 UTC,0.0216,57306.66486,77305.08,19998.41514,58544.48882,1,0,Enviada
1612,554,73,2019-07-23 05:47:24 UTC,0.0151,144613.0785,174804.35,30191.27145,2632.790058,118,2,Em Análise
797,303,65,2019-07-22 22:34:36 UTC,0.0195,83840.03768,141952.08,58112.04232,1817.428701,119,1,Validação dos Documentos
1907,52,29,2019-07-22 16:57:19 UTC,0.0147,93841.61326,164887.85,71046.23674,6278.793962,17,5,Validação dos Documentos
1806,689,47,2019-07-21 20:43:35 UTC,0.019,58201.04017,101013.62,42812.57983,1531.756663,68,4,Em Análise
118,111,24,2019-07-21 10:46:13 UTC,0.0206,110206.588,174949.5,64742.91198,3026.732692,68,3,Validação dos Documentos
1000,979,18,2019-07-20 10:13:31 UTC,0.0236,102423.6609,131375.93,28952.26908,9240.938426,13,4,Validação dos Documentos
1016,774,12,2019-07-19 12:59:16 UTC,0.0193,133730.1239,172878.73,39148.6061,9302.416768,17,2,Validação dos Documentos
96,220,44,2019-07-16 10:45:50 UTC,0.0188,159669.2458,188629.98,28960.73417,6537.485157,33,1,Aprovada
1065,400,29,2019-07-12 13:08:43 UTC,0.018,91507.71809,175569.2,84061.48191,3786.782858,32,6,Em Análise
14,610,94,2019-07-11 13:28:03 UTC,0.0218,139410.4664,203931.2,64520.7336,5028.44867,43,3,Enviada
1282,136,49,2019-07-05 03:25:35 UTC,0.0242,37365.00696,46000.41,8635.403041,1065.330092,79,5,Em Análise
319,632,73,2019-07-01 10:04:16 UTC,0.0103,63096.37887,78415.43,15319.05113,2106.568213,36,0,Em Análise
1007,477,11,2019-06-28 23:35:10 UTC,0.0195,21308.40843,38455.19,17146.78157,715.5990368,45,0,Aprovada
1761,754,33,2019-06-28 21:41:31 UTC,0.0184,99966.569,196939.35,96972.781,5566.62495,22,6,Aprovada
1474,123,87,2019-06-28 00:53:04 UTC,0.0126,104405.0141,162018.64,57613.62592,8181.344051,14,0,Aprovada
444,433,94,2019-06-24 09:55:23 UTC,0.009,87968.95275,111303.42,23334.46725,2006.758273,56,0,Validação dos Documentos
177,285,31,2019-06-20 19:30:30 UTC,0.0137,86285.13507,112021.34,25736.20493,7291.150033,13,3,Em Análise
655,253,98,2019-06-17 08:48:51 UTC,0.0216,83465.88955,116437.84,32971.95045,2474.965155,61,6,Validação dos Documentos
484,491,11,2019-06-14 21:30:45 UTC,0.0124,172495.4857,211795.09,39299.60434,87855.24578,2,1,Validação dos Documentos
636,372,86,2019-06-11 07:40:10 UTC,0.0163,116099.0799,177649.13,61550.05015,20468.62686,6,6,Aprovada
1024,354,97,2019-06-09 14:46:50 UTC,0.0168,42934.82746,59069.1,16134.27254,2051.781138,26,4,Enviada
683,962,72,2019-06-05 18:19:13 UTC,0.0136,70895.39567,121907.06,51011.66433,2226.869624,42,3,Enviada
764,693,64,2019-06-04 22:03:24 UTC,0.0127,94354.88029,121454.58,27099.69971,2042.71079,70,5,Validação dos Documentos
1551,338,59,2019-06-04 03:50:19 UTC,0.0209,5777.846046,9370.72,3592.873954,165.8021657,63,3,Aprovada
295,781,54,2019-05-31 11:50:15 UTC,0.0162,154432.5969,197437.96,43005.36312,5474.280045,38,2,Em Análise
646,865,23,2019-05-28 12:32:52 UTC,0.0216,56963.55809,79022.68,22059.12191,1407.507274,97,3,Aprovada
17,543,63,2019-05-27 06:18:08 UTC,0.0237,35834.3307,65794.08,29959.7493,907.8623164,117,1,Validação dos Documentos
911,124,58,2019-05-26 21:22:38 UTC,0.0088,23833.82914,28268.19,4434.360862,332.0299167,114,0,Validação dos Documentos
1328,483,19,2019-05-26 07:29:16 UTC,0.0156,25382.64519,47916.56,22533.91481,1125.817746,28,2,Aprovada
430,416,70,2019-05-23 20:17:46 UTC,0.021,53057.33158,101896.27,48838.93842,9504.094295,6,2,Aprovada
754,436,68,2019-05-20 11:57:34 UTC,0.0186,13811.39668,22282.19,8470.79332,2454.054013,6,2,Aprovada
1208,477,8,2019-05-19 13:13:33 UTC,0.018,161277.4534,243435.5,82158.04658,4070.666767,70,3,Validação dos Documentos
32,684,32,2019-05-19 10:55:50 UTC,0.0177,150541.8062,214230.17,63688.36385,12234.65451,14,2,Enviada
541,975,60,2019-05-14 08:49:23 UTC,0.0172,155677.2493,195077.87,39400.62068,3107.449585,116,2,Validação dos Documentos
1700,775,80,2019-05-07 05:07:29 UTC,0.0116,128716.746,229765.57,101048.824,2720.804012,69,2,Aprovada
247,330,92,2019-05-06 06:15:15 UTC,0.0219,4192.056885,8346.53,4154.473115,350.9193857,14,5,Enviada
19,885,82,2019-05-03 11:58:12 UTC,0.0192,93312.72291,176013.4,82700.67709,3762.43093,34,0,Enviada
158,261,91,2019-05-02 03:54:25 UTC,0.0131,47584.74364,58186.96,10602.21636,1362.318005,47,3,Validação dos Documentos
1802,912,53,2019-05-01 20:23:08 UTC,0.0087,58051.57497,104276.02,46224.44503,2504.446677,26,4,Aprovada
1971,462,25,2019-04-29 03:16:45 UTC,0.0201,48587.75453,82752.85,34165.09547,2227.23894,29,5,Validação dos Documentos
1355,790,63,2019-04-28 22:47:14 UTC,0.0237,156092.6657,198307.89,42215.22428,19462.98885,9,6,Enviada
1283,7,51,2019-04-28 21:12:55 UTC,0.0135,115084.6554,190093.65,75008.99463,2907.458913,57,2,Enviada
903,845,97,2019-04-27 18:05:07 UTC,0.0239,95121.37238,167885.94,72764.56762,5424.052505,23,3,Aprovada
1439,999,45,2019-04-27 09:26:45 UTC,0.023,142746.7412,187878.54,45131.79875,4012.133647,75,4,Validação dos Documentos
1794,559,26,2019-04-24 10:21:51 UTC,0.0093,12449.86289,17115.37,4665.507113,464.1299968,31,4,Em Análise
405,522,49,2019-04-24 01:38:15 UTC,0.0142,21740.28689,34760.37,13020.08311,439.3976237,86,5,Em Análise
1613,84,66,2019-04-20 12:35:17 UTC,0.0113,19932.13477,27473.95,7541.815232,353.9992764,90,4,Aprovada
1807,861,80,2019-04-20 05:48:59 UTC,0.0085,13022.14291,18606.8,5584.657091,227.0032044,79,4,Em Análise
1952,775,97,2019-04-20 03:40:57 UTC,0.0098,78536.03799,147937.03,69400.99201,1376.315999,84,2,Validação dos Documentos
1184,426,77,2019-04-18 20:56:19 UTC,0.0176,42785.3715,82958.29,40172.9185,1262.691419,52,6,Enviada
1872,260,24,2019-04-18 05:07:04 UTC,0.0094,168158.0922,234448.17,66290.07782,2757.724014,91,2,Validação dos Documentos
1490,343,29,2019-04-15 20:24:05 UTC,0.0128,64058.77694,81232.93,17174.15306,1536.085649,60,2,Aprovada
1949,928,87,2019-04-12 19:01:14 UTC,0.0224,33744.0908,61689.62,27945.5292,2111.782047,20,2,Aprovada
1494,162,10,2019-04-09 02:26:52 UTC,0.0186,168631.6752,212208.65,43576.97479,8001.32322,27,2,Em Análise
99,588,76,2019-04-06 06:48:25 UTC,0.0218,49638.64338,98332.09,48693.44662,1242.242609,95,0,Validação dos Documentos
1061,706,15,2019-04-05 08:25:36 UTC,0.0136,103239.021,162632.47,59393.449,2276.495817,71,2,Em Análise
965,561,64,2019-04-03 18:27:40 UTC,0.0088,105272.7021,138722.78,33450.07793,3133.580829,40,3,Enviada
356,102,63,2019-04-01 15:30:13 UTC,0.0089,158206.1331,224611.67,66405.53694,3757.203569,53,5,Validação dos Documentos
577,752,21,2019-03-31 17:05:35 UTC,0.0172,16502.48957,28916.44,12413.95043,379.0828924,81,6,Em Análise
200,772,37,2019-03-27 21:33:20 UTC,0.0183,46919.14902,60001.44,13082.29098,988.2772915,112,1,Enviada
994,117,38,2019-03-21 02:52:55 UTC,0.0137,15485.55171,24251.63,8766.078293,735.7340194,25,5,Aprovada
816,420,76,2019-03-16 15:51:17 UTC,0.0247,110094.24,210320.45,100226.21,6135.296412,24,1,Enviada
1266,422,98,2019-03-15 12:38:45 UTC,0.0123,83621.2054,157453.14,73831.9346,1436.286921,103,0,Enviada
46,575,16,2019-03-14 04:06:15 UTC,0.0209,43183.00211,78427.34,35244.33789,986.699879,119,6,Enviada
34,863,92,2019-03-12 04:55:52 UTC,0.0132,143220.3182,187987.07,44766.75184,3120.332243,71,2,Enviada
1318,811,27,2019-03-01 10:32:37 UTC,0.0217,159992.4022,204814.51,44822.10778,10365.29219,19,3,Em Análise
1685,429,95,2019-02-28 23:32:16 UTC,0.0145,140067.9518,185209.06,45141.10822,3758.367722,54,2,Enviada
582,241,100,2019-02-25 05:03:22 UTC,0.0151,61292.83459,82684.29,21391.45541,2219.574245,36,2,Validação dos Documentos
1401,66,71,2019-02-15 00:02:45 UTC,0.0244,14279.95985,16877.2,2597.240151,989.7464813,18,3,Em Análise
1335,198,30,2019-02-14 13:34:26 UTC,0.0158,165204.9144,217250.63,52045.71564,3125.424875,115,5,Em Análise
686,706,85,2019-02-11 04:30:07 UTC,0.0105,136282.7564,176759.82,40477.06364,2095.001502,110,0,Validação dos Documentos
455,999,62,2019-02-10 15:08:36 UTC,0.0174,135037.066,171017.58,35980.51402,137386.7109,1,5,Em Análise
222,173,38,2019-02-09 23:03:58 UTC,0.0233,137141.0307,166060.29,28919.25931,6900.475783,27,2,Validação dos Documentos
1717,590,77,2019-02-08 00:42:30 UTC,0.0231,35631.1977,61361.35,25730.1523,1196.367022,51,6,Em Análise
875,429,13,2019-02-04 17:53:39 UTC,0.0169,142939.0976,185095.87,42156.77243,73286.36219,2,3,Enviada
736,425,61,2019-02-04 02:14:27 UTC,0.0112,126647.9679,223793.09,97145.12209,2386.743663,81,0,Enviada
1838,385,93,2019-02-02 11:53:57 UTC,0.0139,8065.499101,16074.79,8009.290899,205.8127311,57,6,Em Análise
1904,593,11,2019-02-02 09:43:10 UTC,0.0082,59032.84939,81907.29,22874.44061,807.6637332,112,6,Em Análise
513,82,28,2019-01-30 07:56:41 UTC,0.0129,122515.3304,219782.2,97266.86955,3205.501406,53,2,Enviada
1074,574,32,2019-01-27 07:14:07 UTC,0.0096,20823.66311,38488.39,17664.72689,851.6711799,28,3,Enviada
1043,498,69,2019-01-24 16:07:36 UTC,0.0201,174936.5637,237688.64,62752.07634,3895.894434,117,6,Aprovada
9,148,50,2019-01-23 05:38:42 UTC,0.0244,14925.17946,21038.86,6113.680541,397.3490386,103,2,Em Análise
542,344,10,2019-01-18 10:44:28 UTC,0.0197,64202.22201,118357.5,54155.27799,1817.782883,61,0,Aprovada
1112,50,71,2019-01-18 01:35:51 UTC,0.0104,84144.25649,159937.79,75793.53351,1750.105354,67,6,Aprovada
1135,658,16,2019-01-17 19:51:56 UTC,0.0108,53655.20194,84533.02,30877.81806,27262.9862,2,4,Aprovada
1297,736,62,2019-01-14 20:56:39 UTC,0.0182,78684.06896,96060.85,17376.78104,1621.640552,119,4,Validação dos Documentos
1775,416,72,2019-01-13 21:40:21 UTC,0.0198,85339.4531,113864.48,28525.0269,1883.459426,116,1,Enviada
540,132,23,2019-01-09 10:20:07 UTC,0.0199,161533.189,194033.52,32500.33104,83185.39464,2,2,Enviada
1823,145,36,2019-01-08 07:49:03 UTC,0.0102,97072.12091,139604.99,42532.86909,2488.083877,50,5,Em Análise
1611,922,68,2018-12-29 18:53:30 UTC,0.025,36593.78986,47142.69,10548.90014,971.6328922,115,2,Em Análise
129,11,95,2018-12-28 00:39:46 UTC,0.0148,112189.2984,224260.72,112071.4216,2103.647048,106,5,Em Análise
1116,542,97,2018-12-17 22:54:10 UTC,0.023,5994.88165,9762.65,3767.76835,148.2464639,117,5,Em Análise
1241,551,79,2018-12-12 22:42:39 UTC,0.0168,48477.52396,59741.43,11263.90604,1024.960724,95,3,Validação dos Documentos
1476,928,18,2018-12-06 14:43:05 UTC,0.0211,154585.0684,236248.08,81663.0116,13720.73864,13,0,Em Análise
1998,657,46,2018-12-06 01:01:28 UTC,0.0166,179835.5335,217734.4,37898.86651,4007.077024,83,4,Validação dos Documentos
423,548,65,2018-12-04 05:17:12 UTC,0.0094,96822.33726,188726.93,91904.59274,4077.044447,27,6,Em Análise
1057,345,24,2018-12-02 11:26:32 UTC,0.0121,89573.81771,133208.94,43635.12229,1629.128282,91,6,Aprovada
1650,638,41,2018-11-29 16:22:41 UTC,0.021,71752.23991,104875.69,33123.45009,1645.551923,119,6,Enviada
1763,259,80,2018-11-29 00:28:49 UTC,0.0203,104327.9847,165881.46,61553.47532,10678.21852,11,5,Aprovada
1193,463,78,2018-11-27 17:24:07 UTC,0.0234,34810.62216,49264.08,14453.45784,882.2637182,111,0,Em Análise
162,289,39,2018-11-25 02:54:13 UTC,0.02,32620.62396,46158.58,13537.95604,1783.307455,23,6,Enviada
1862,664,19,2018-11-20 06:51:47 UTC,0.0145,152883.6485,192177.16,39293.51147,4803.186281,43,4,Validação dos Documentos
48,920,84,2018-11-17 06:58:44 UTC,0.021,31644.81626,56782.82,25138.00374,878.2793792,68,2,Aprovada
619,690,84,2018-11-16 16:27:39 UTC,0.0139,46260.24536,68085.27,21825.02464,1272.278599,51,3,Validação dos Documentos
1390,806,6,2018-11-15 02:42:49 UTC,0.0243,103211.5907,124934.78,21723.18935,5401.365915,26,2,Enviada
18,909,39,2018-11-14 13:53:23 UTC,0.0209,50519.77472,68706.61,18186.83528,1461.116173,62,3,Validação dos Documentos
1005,751,38,2018-11-07 13:42:08 UTC,0.0224,123500.9658,173284.34,49783.37418,3677.176513,63,0,Em Análise
880,322,97,2018-11-07 12:55:56 UTC,0.0129,38618.66907,71664.02,33045.35093,661.8682471,109,0,Validação dos Documentos
1571,319,55,2018-11-07 08:20:06 UTC,0.0207,129851.9106,221686.62,91834.70943,66948.78998,2,5,Aprovada
1781,578,37,2018-11-06 22:04:53 UTC,0.0241,58488.38683,116856.02,58367.63317,2896.477437,28,5,Enviada
264,883,38,2018-11-06 13:26:33 UTC,0.011,39658.66385,51024.31,11365.64615,1439.594016,33,0,Aprovada
635,511,95,2018-11-03 17:34:58 UTC,0.0162,106423.5626,173705.88,67282.31739,2212.542821,94,6,Validação dos Documentos
257,690,45,2018-10-30 23:58:47 UTC,0.0172,176449.9922,240493.02,64043.02778,3655.331982,104,0,Validação dos Documentos
1976,216,88,2018-10-29 15:38:48 UTC,0.0194,69555.41031,94909.61,25354.19969,1710.026584,81,3,Em Análise
219,567,58,2018-10-24 17:30:48 UTC,0.0111,67254.86684,80356.64,13101.77316,1209.438694,87,6,Enviada
1415,82,20,2018-10-23 09:29:32 UTC,0.024,68426.28117,104815.19,36388.90883,1840.236454,94,6,Validação dos Documentos
552,804,19,2018-10-13 22:25:25 UTC,0.0139,104362.5298,132399.37,28036.84015,1956.384921,98,4,Enviada
404,47,22,2018-10-13 02:02:03 UTC,0.0113,128596.0738,246726.47,118130.3962,2431.850883,81,5,Aprovada
688,446,37,2018-10-11 11:22:09 UTC,0.0115,160417.4653,212662.97,52245.50469,41263.95854,4,5,Aprovada
520,86,41,2018-09-29 11:28:52 UTC,0.015,141778.3053,201697.94,59919.63472,2621.361158,112,5,Em Análise
1690,96,49,2018-09-28 23:05:57 UTC,0.0229,120462.0508,240896.16,120434.1092,4115.700078,49,4,Aprovada
1544,677,89,2018-09-28 19:30:19 UTC,0.0236,80281.84094,138404.47,58122.62906,2555.126313,58,5,Enviada
787,473,48,2018-09-26 11:31:21 UTC,0.0175,66561.32725,104791.67,38230.34275,1526.521287,83,4,Em Análise
1515,845,21,2018-09-24 09:20:31 UTC,0.0143,51909.58353,67405.3,15495.71647,1816.471912,37,2,Enviada
1999,172,25,2018-09-23 18:10:17 UTC,0.0218,175384.0494,231785.51,56401.46065,8026.02608,30,1,Aprovada
973,754,49,2018-09-21 11:46:41 UTC,0.0107,112058.1295,216639.65,104581.5205,2161.788629,76,6,Enviada
1157,648,84,2018-09-20 03:06:43 UTC,0.024,78447.70848,99704.19,21256.48152,4799.447887,21,0,Validação dos Documentos
401,381,12,2018-09-18 04:40:05 UTC,0.0209,153936.067,220403.96,66467.89301,14636.70756,12,5,Aprovada
1268,182,78,2018-09-15 21:03:51 UTC,0.009,124531.3779,232512.49,107981.1121,3103.911892,50,2,Enviada
779,884,62,2018-09-14 15:19:45 UTC,0.024,91456.68703,137939.39,46482.70297,3160.461305,50,3,Em Análise
630,507,33,2018-09-14 07:13:05 UTC,0.0173,117524.9627,153134.66,35609.69728,2389.138773,111,2,Aprovada
1606,471,77,2018-09-14 00:20:00 UTC,0.0243,100544.9289,132337.01,31792.08106,2635.698886,109,3,Validação dos Documentos
1211,802,97,2018-09-13 23:33:09 UTC,0.0238,14199.55172,24425.14,10225.58828,393.8587689,83,3,Aprovada
1169,115,28,2018-08-30 07:16:52 UTC,0.0165,132221.192,227756.23,95535.03799,2953.496334,82,2,Validação dos Documentos
837,303,60,2018-08-29 16:22:01 UTC,0.0156,54076.91403,91613.3,37536.38597,1341.857736,64,2,Em Análise
93,26,45,2018-08-27 07:56:52 UTC,0.0169,136405.655,182910.57,46504.91505,2690.313631,116,4,Em Análise
799,618,25,2018-08-23 13:16:19 UTC,0.0179,2906.218694,3695.82,789.6013064,62.64793964,100,6,Aprovada
1386,897,6,2018-08-22 19:58:57 UTC,0.0088,47721.4327,63892.83,16171.3973,2738.486798,19,0,Aprovada
813,369,82,2018-08-20 11:55:08 UTC,0.0186,92902.9062,150229.48,57326.5738,3635.220358,35,6,Aprovada
1197,282,12,2018-08-19 06:28:17 UTC,0.0086,32204.59604,40053.55,7848.953959,461.6069192,107,6,Em Análise
269,683,3,2018-08-18 01:14:08 UTC,0.0241,201103.0788,239843.25,38740.17117,6043.307667,68,3,Validação dos Documentos
228,656,66,2018-08-16 12:06:43 UTC,0.0204,151818.2854,225788.14,73969.85456,8063.216762,24,2,Aprovada
810,24,54,2018-08-16 02:45:58 UTC,0.0225,49436.01018,71630.49,22194.47982,1806.077389,43,1,Aprovada
216,950,100,2018-08-04 23:00:46 UTC,0.0133,1844.150233,2879.96,1035.809767,45.30517824,59,2,Em Análise
6,661,81,2018-08-03 00:21:34 UTC,0.013,103186.4155,166482.48,63296.06453,1734.044953,115,1,Aprovada
1510,781,7,2018-08-02 23:09:45 UTC,0.0227,106652.5091,166759.2,60106.69088,2865.784884,83,4,Validação dos Documentos
576,905,13,2018-07-29 06:28:27 UTC,0.0136,74902.21894,108072.51,33170.29106,1599.374433,75,0,Enviada
1719,276,12,2018-07-29 04:11:23 UTC,0.0112,119323.2048,189724.55,70401.34521,3717.416627,40,1,Em Análise
1026,181,94,2018-07-21 20:24:01 UTC,0.0126,137778.799,233453.55,95674.75097,12443.48487,12,3,Aprovada
1849,733,18,2018-07-21 02:27:59 UTC,0.0125,106117.9145,191298.79,85180.87554,1765.680126,112,2,Validação dos Documentos
1146,37,9,2018-07-20 04:46:38 UTC,0.0149,122743.5529,240955.66,118212.1071,2202.183404,120,1,Validação dos Documentos
217,877,63,2018-07-19 23:35:00 UTC,0.0167,4764.929671,8370.54,3605.610329,143.1637018,49,4,Aprovada
863,4,77,2018-07-18 16:48:03 UTC,0.0149,31531.84144,51599.21,20067.36856,649.0814929,87,3,Enviada
1222,876,12,2018-07-18 09:59:32 UTC,0.0095,56134.72112,77171.78,21037.05888,2159.260029,30,6,Enviada
1274,604,64,2018-07-14 01:10:45 UTC,0.0156,49500.99558,62283.27,12782.27442,4932.160565,11,2,Aprovada
899,186,7,2018-07-07 04:36:14 UTC,0.0151,81940.14857,127497.71,45557.56143,2230.035009,54,4,Aprovada
848,343,66,2018-07-06 11:08:16 UTC,0.0224,49839.0791,93053.36,43214.2809,1632.207669,52,2,Em Análise
858,370,51,2018-06-30 13:47:13 UTC,0.013,72681.23778,97406.91,24725.67222,3544.824027,24,2,Em Análise
198,847,63,2018-06-25 04:53:34 UTC,0.0235,136567.4664,244664.78,108097.3136,3699.706202,87,2,Em Análise
1991,599,7,2018-06-20 12:59:34 UTC,0.025,12543.89628,19414.09,6870.193719,345.0508474,97,4,Em Análise
1567,322,10,2018-06-16 22:36:34 UTC,0.0099,99162.60834,123829.91,24667.30166,5489.595915,20,1,Aprovada
595,469,7,2018-06-16 04:28:43 UTC,0.0083,96236.51709,139447.52,43211.00291,1636.647106,81,5,Em Análise
474,247,65,2018-06-14 14:50:52 UTC,0.0187,160135.8855,194338.25,34202.36446,3539.353504,101,6,Validação dos Documentos
1795,418,8,2018-06-13 15:27:06 UTC,0.0125,86193.07752,119993.16,33800.08248,2699.621722,41,5,Em Análise
533,693,85,2018-06-12 04:19:20 UTC,0.0132,5386.37795,7743.1,2356.72205,108.664842,81,0,Validação dos Documentos
1378,353,99,2018-06-12 03:57:45 UTC,0.0231,63497.21641,102910.38,39413.16359,1755.821528,79,0,Aprovada
1139,753,8,2018-06-11 22:36:09 UTC,0.0173,64453.97344,80451.88,15997.90656,1349.713782,102,1,Em Análise
197,724,71,2018-06-06 08:17:09 UTC,0.0112,113650.0611,143828.5,30178.43894,1777.918605,113,4,Em Análise
1631,784,44,2018-06-03 17:54:50 UTC,0.0178,7629.913107,10451.96,2822.046893,199.0346677,65,6,Validação dos Documentos
120,831,90,2018-06-01 05:30:49 UTC,0.0198,164172.7711,216330.67,52157.89889,3640.017912,114,0,Validação dos Documentos
146,666,81,2018-05-31 15:02:54 UTC,0.0211,163973.7416,224240.67,60266.92836,4304.302338,78,5,Validação dos Documentos
